sku_id,date,units_sold,rf_forecast,gbr_forecast,seasonal_naive_forecast
SKU00001,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00002,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00010,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00014,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00016,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00020,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00024,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00030,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00036,2025-04-06,0,0.009112065444831355,0.06547102028169169,0.0
SKU00038,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00047,2025-04-06,0,0.01348917743315063,0.06595581840297789,0.0
SKU00048,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00050,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00055,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00060,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00062,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00072,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00074,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00075,2025-04-06,3,0.053678320796683415,0.05274213959539572,0.0
SKU00077,2025-04-06,1,0.053678320796683415,0.05274213959539572,0.0
SKU00079,2025-04-06,1,0.04473952192057073,0.062105083175219726,2.0
SKU00102,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00126,2025-04-06,2,0.053678320796683415,0.05274213959539572,0.0
SKU00127,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00131,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00143,2025-04-06,0,0.6523437148553423,0.06601395427764273,0.0
SKU00146,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00163,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00166,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00169,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00171,2025-04-06,0,0.005343695031851666,0.06547102028169169,0.0
SKU00179,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00180,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00189,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00190,2025-04-06,2,0.6141590909090909,0.394141146762178,0.0
SKU00238,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00241,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00249,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00251,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00263,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00264,2025-04-06,0,0.0040249362349716895,0.06601395427764273,0.0
SKU00270,2025-04-06,0,0.006180967901548533,0.06231952680162261,0.0
SKU00275,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00280,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00285,2025-04-06,0,0.03879575357553075,0.06665507225230233,0.0
SKU00286,2025-04-06,0,0.016522771909399818,0.060193050673881934,0.0
SKU00287,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00292,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00311,2025-04-06,0,0.10175669169019157,0.06477176643236725,0.0
SKU00313,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00328,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00332,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00354,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00363,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00364,2025-04-06,1,0.053678320796683415,0.05274213959539572,0.0
SKU00369,2025-04-06,0,0.01348917743315063,0.06595581840297789,0.0
SKU00376,2025-04-06,0,0.000871204093566197,0.06601395427764273,0.0
SKU00388,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00396,2025-04-06,0,0.006180967901548533,0.06231952680162261,0.0
SKU00404,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00407,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00412,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00416,2025-04-06,0,0.009112065444831355,0.06547102028169169,0.0
SKU00423,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00427,2025-04-06,1,0.053678320796683415,0.05274213959539572,0.0
SKU00429,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00443,2025-04-06,1,0.053678320796683415,0.05274213959539572,0.0
SKU00447,2025-04-06,1,0.053678320796683415,0.05274213959539572,0.0
SKU00454,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00465,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00468,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00471,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00492,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00513,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00519,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00527,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00538,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00539,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00540,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00572,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00597,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00599,2025-04-06,1,0.053678320796683415,0.05274213959539572,0.0
SKU00605,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00619,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00628,2025-04-06,0,0.31751931703094494,0.06601395427764273,0.0
SKU00630,2025-04-06,1,0.053678320796683415,0.05274213959539572,0.0
SKU00639,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00647,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00668,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00672,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00685,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00686,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00690,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00692,2025-04-06,0,0.5546785714285716,0.14602650075744472,5.0
SKU00710,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00711,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00726,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00728,2025-04-06,0,0.005343695031851666,0.06547102028169169,0.0
SKU00729,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00737,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00746,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00754,2025-04-06,0,0.05166715712638105,0.06601395427764273,0.0
SKU00772,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00774,2025-04-06,0,0.009112065444831355,0.06547102028169169,0.0
SKU00781,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00782,2025-04-06,0,0.0034576137496679146,0.06595581840297789,0.0
SKU00784,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00800,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00823,2025-04-06,0,0.10424545186833323,0.18084956180033987,0.0
SKU00830,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00831,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00832,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00836,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00845,2025-04-06,0,0.003129914766542673,0.060193050673881934,0.0
SKU00847,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00863,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00864,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00885,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00886,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00891,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00893,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00895,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00901,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00904,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00908,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00909,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00910,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00917,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00918,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00920,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00921,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00926,2025-04-06,0,0.10175669169019157,0.06477176643236725,0.0
SKU00934,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00942,2025-04-06,0,0.5112023809523809,0.3734662144584437,0.0
SKU00953,2025-04-06,0,0.08957589748780968,0.06665507225230233,0.0
SKU00959,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00974,2025-04-06,0,0.01348917743315063,0.06595581840297789,0.0
SKU00976,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00982,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00990,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00993,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU00994,2025-04-06,0,1.0601785714285712,0.45041154856012433,1.0
SKU00996,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01000,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01008,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01009,2025-04-06,2,0.053678320796683415,0.05274213959539572,0.0
SKU01018,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01021,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01027,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01030,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01037,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01045,2025-04-06,1,0.2588424254653068,0.19930929179768814,0.0
SKU01048,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01056,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01059,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01079,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01083,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01101,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01103,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01105,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01115,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01126,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01127,2025-04-06,0,0.5011428571428571,0.394141146762178,0.0
SKU01136,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01137,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01138,2025-04-06,0,0.0034421809045986863,0.06547102028169169,0.0
SKU01152,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01156,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01164,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01170,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01175,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01184,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01187,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01189,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01190,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01191,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01192,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01203,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01232,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01237,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01242,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01248,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01251,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01270,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01272,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01274,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01277,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01278,2025-04-06,0,0.0034421809045986863,0.06547102028169169,0.0
SKU01280,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
SKU01292,2025-04-06,0,0.053678320796683415,0.05274213959539572,0.0
